time	1-tT	1-T
2021-12-08T07:44:36.373Z	1200	439
2021-12-08T07:44:56.380Z	1200	443
2021-12-08T07:45:16.381Z	1200	448
2021-12-08T07:45:36.404Z	1200	452
2021-12-08T07:45:56.405Z	1200	456
2021-12-08T07:46:16.416Z	1200	460
2021-12-08T07:46:36.420Z	1200	464
2021-12-08T07:46:56.421Z	1200	469
2021-12-08T07:47:16.425Z	1200	473
2021-12-08T07:47:36.434Z	1200	477
2021-12-08T07:47:56.437Z	1200	480
2021-12-08T07:48:16.442Z	1200	484
2021-12-08T07:48:36.454Z	1200	488
2021-12-08T07:48:56.460Z	1200	492
2021-12-08T07:49:16.476Z	1200	496
2021-12-08T07:49:36.476Z	1200	500
2021-12-08T07:49:56.484Z	1200	504
2021-12-08T07:50:16.493Z	1200	507
2021-12-08T07:50:36.495Z	1200	510
2021-12-08T07:50:56.504Z	1200	514
2021-12-08T07:51:16.512Z	1200	518
2021-12-08T07:51:36.514Z	1200	522
2021-12-08T07:51:56.525Z	1200	525
2021-12-08T07:52:16.526Z	1200	529
2021-12-08T07:52:36.535Z	1200	532
2021-12-08T07:52:56.538Z	1200	535
2021-12-08T07:53:16.550Z	1200	539
2021-12-08T07:53:36.557Z	1200	542
2021-12-08T07:53:56.569Z	1200	545
2021-12-08T07:54:16.582Z	1200	548
2021-12-08T07:54:36.594Z	1200	552
2021-12-08T07:54:56.608Z	1200	556
2021-12-08T07:55:16.617Z	1200	559
2021-12-08T07:55:36.628Z	1200	562
2021-12-08T07:55:56.643Z	1200	565
2021-12-08T07:56:16.651Z	1200	568
2021-12-08T07:56:36.659Z	1200	571
2021-12-08T07:56:56.670Z	1200	574
2021-12-08T07:57:16.678Z	1200	578
2021-12-08T07:57:36.690Z	1200	581
2021-12-08T07:57:56.692Z	1200	585
2021-12-08T07:58:16.707Z	1200	587
2021-12-08T07:58:36.711Z	1200	590
2021-12-08T07:58:56.713Z	1200	593
2021-12-08T07:59:16.715Z	1200	595
2021-12-08T07:59:36.724Z	1200	599
2021-12-08T07:59:56.738Z	1200	602
2021-12-08T08:00:16.753Z	1200	605
2021-12-08T08:00:36.759Z	1200	608
2021-12-08T08:00:56.773Z	1200	610
2021-12-08T08:01:16.782Z	1200	613
2021-12-08T08:01:36.795Z	1200	616
2021-12-08T08:01:56.797Z	1200	618
2021-12-08T08:02:16.808Z	1200	621
2021-12-08T08:02:36.818Z	1200	625
2021-12-08T08:02:56.822Z	1200	628
2021-12-08T08:03:16.829Z	1200	631
2021-12-08T08:03:36.833Z	1200	634
2021-12-08T08:03:56.839Z	1200	638
2021-12-08T08:04:16.851Z	1200	641
2021-12-08T08:04:36.859Z	1200	643
2021-12-08T08:04:56.870Z	1200	646
2021-12-08T08:05:16.874Z	1200	649
2021-12-08T08:05:36.874Z	1200	652
2021-12-08T08:05:56.889Z	1200	655
2021-12-08T08:06:16.900Z	1200	658
2021-12-08T08:06:36.903Z	1200	661
2021-12-08T08:06:56.918Z	1200	663
2021-12-08T08:07:16.924Z	1200	666
2021-12-08T08:07:36.925Z	1200	668
2021-12-08T08:07:56.940Z	1200	672
2021-12-08T08:08:16.943Z	1200	675
2021-12-08T08:08:36.944Z	1200	678
2021-12-08T08:08:56.958Z	1200	681
2021-12-08T08:09:16.969Z	1200	683
2021-12-08T08:09:36.980Z	1200	686
2021-12-08T08:09:56.992Z	1200	688
2021-12-08T08:10:17.003Z	1200	691
2021-12-08T08:10:37.011Z	1200	693
2021-12-08T08:10:57.019Z	1200	696
2021-12-08T08:11:17.030Z	1200	699
2021-12-08T08:11:37.036Z	1200	701
2021-12-08T08:11:57.049Z	1200	704
2021-12-08T08:12:17.058Z	1200	706
2021-12-08T08:12:37.062Z	1200	708
2021-12-08T08:12:57.074Z	1200	710
2021-12-08T08:13:17.087Z	1200	713
2021-12-08T08:13:37.091Z	1200	716
2021-12-08T08:13:57.095Z	1200	719
2021-12-08T08:14:17.100Z	1200	721
2021-12-08T08:14:37.104Z	1200	723
2021-12-08T08:14:57.111Z	1200	725
2021-12-08T08:15:17.116Z	1200	728
2021-12-08T08:15:37.129Z	1200	731
2021-12-08T08:15:57.139Z	1200	733
2021-12-08T08:16:17.145Z	1200	736
2021-12-08T08:16:37.152Z	1200	738
2021-12-08T08:16:57.162Z	1200	740
2021-12-08T08:17:17.173Z	1200	742
2021-12-08T08:17:37.173Z	1200	744
2021-12-08T08:17:57.183Z	1200	746
2021-12-08T08:18:17.193Z	1200	749
2021-12-08T08:18:37.197Z	1200	751
2021-12-08T08:18:57.206Z	1200	753
2021-12-08T08:19:17.218Z	1200	755
2021-12-08T08:19:37.225Z	1200	757
2021-12-08T08:19:57.230Z	1200	759
2021-12-08T08:20:17.242Z	1200	761
2021-12-08T08:20:37.246Z	1200	764
2021-12-08T08:20:57.250Z	1200	766
2021-12-08T08:21:17.258Z	1200	768
2021-12-08T08:21:37.261Z	1200	770
2021-12-08T08:21:57.266Z	1200	772
2021-12-08T08:22:17.270Z	1200	775
2021-12-08T08:22:37.272Z	1200	777
2021-12-08T08:22:57.273Z	1200	779
2021-12-08T08:23:17.286Z	1200	781
2021-12-08T08:23:37.292Z	1200	783
2021-12-08T08:23:57.293Z	1200	786
2021-12-08T08:24:17.294Z	1200	788
2021-12-08T08:24:37.302Z	1200	790
2021-12-08T08:24:57.310Z	1200	792
2021-12-08T08:25:17.320Z	1200	794
2021-12-08T08:25:37.334Z	1200	796
2021-12-08T08:25:57.347Z	1200	798
2021-12-08T08:26:17.358Z	1200	801
2021-12-08T08:26:37.364Z	1200	802
2021-12-08T08:26:57.367Z	1200	804
2021-12-08T08:27:17.368Z	1200	807
2021-12-08T08:27:37.369Z	1200	809
2021-12-08T08:27:57.375Z	1200	811
2021-12-08T08:28:17.380Z	1200	812
2021-12-08T08:28:37.390Z	1200	815
2021-12-08T08:28:57.398Z	1200	816
2021-12-08T08:29:17.402Z	1200	818
2021-12-08T08:29:37.403Z	1200	820
2021-12-08T08:29:57.410Z	1200	822
2021-12-08T08:30:17.425Z	1200	824
2021-12-08T08:30:37.425Z	1200	826
2021-12-08T08:30:57.425Z	1200	828
2021-12-08T08:31:17.431Z	1200	830
2021-12-08T08:31:37.439Z	1200	831
2021-12-08T08:31:57.440Z	1200	833
2021-12-08T08:32:17.443Z	1200	835
2021-12-08T08:32:37.456Z	1200	837
2021-12-08T08:32:57.462Z	1200	839
2021-12-08T08:33:17.476Z	1200	840
2021-12-08T08:33:37.483Z	1200	842
2021-12-08T08:33:57.489Z	1200	844
2021-12-08T08:34:17.499Z	1200	845
2021-12-08T08:34:37.511Z	1200	847
2021-12-08T08:34:57.523Z	1200	849
2021-12-08T08:35:17.534Z	1200	851
2021-12-08T08:35:37.545Z	1200	853
2021-12-08T08:35:57.547Z	1200	854
2021-12-08T08:36:17.552Z	1200	856
2021-12-08T08:36:37.552Z	1200	858
2021-12-08T08:36:57.560Z	1200	860
2021-12-08T08:37:17.571Z	1200	862
2021-12-08T08:37:37.578Z	1200	864
2021-12-08T08:37:57.583Z	1200	865
2021-12-08T08:38:17.583Z	1200	867
2021-12-08T08:38:37.597Z	1200	869
2021-12-08T08:38:57.601Z	1200	870
2021-12-08T08:39:17.603Z	1200	872
2021-12-08T08:39:37.615Z	1200	873
2021-12-08T08:39:57.625Z	1200	875
2021-12-08T08:40:17.631Z	1200	877
2021-12-08T08:40:37.646Z	1200	878
2021-12-08T08:40:57.659Z	1200	880
2021-12-08T08:41:17.672Z	1200	881
2021-12-08T08:41:37.672Z	1200	883
2021-12-08T08:41:57.672Z	1200	885
2021-12-08T08:42:17.681Z	1200	887
2021-12-08T08:42:37.693Z	1200	888
2021-12-08T08:42:57.702Z	1200	890
2021-12-08T08:43:17.708Z	1200	892
2021-12-08T08:43:37.717Z	1200	893
2021-12-08T08:43:57.719Z	1200	894
2021-12-08T08:44:17.729Z	1200	896
2021-12-08T08:44:37.738Z	1200	898
2021-12-08T08:44:57.751Z	1200	899
2021-12-08T08:45:17.758Z	1200	900
2021-12-08T08:45:37.764Z	1200	902
2021-12-08T08:45:57.772Z	1200	904
2021-12-08T08:46:17.779Z	1200	906
2021-12-08T08:46:37.790Z	1200	907
2021-12-08T08:46:57.805Z	1200	908
2021-12-08T08:47:17.820Z	1200	910
2021-12-08T08:47:37.835Z	1200	912
2021-12-08T08:47:57.835Z	1200	913
2021-12-08T08:48:17.847Z	1200	914
2021-12-08T08:48:37.861Z	1200	915
2021-12-08T08:48:57.875Z	1200	917
2021-12-08T08:49:17.875Z	1200	919
2021-12-08T08:49:37.881Z	1200	920
2021-12-08T08:49:57.892Z	1200	922
2021-12-08T08:50:17.896Z	1200	923
2021-12-08T08:50:37.907Z	1200	925
2021-12-08T08:50:57.911Z	1200	926
2021-12-08T08:51:17.917Z	1200	928
2021-12-08T08:51:37.919Z	1200	929
2021-12-08T08:51:57.926Z	1200	931
2021-12-08T08:52:17.931Z	1200	933
2021-12-08T08:52:37.936Z	1200	934
2021-12-08T08:52:57.951Z	1200	935
2021-12-08T08:53:17.960Z	1200	937
2021-12-08T08:53:37.976Z	1200	938
2021-12-08T08:53:57.985Z	1200	940
2021-12-08T08:54:17.995Z	1200	941
2021-12-08T08:54:37.996Z	1200	942
2021-12-08T08:54:57.998Z	1200	943
2021-12-08T08:55:18.008Z	1200	945
2021-12-08T08:55:38.010Z	1200	947
2021-12-08T08:55:58.025Z	1200	949
2021-12-08T08:56:18.032Z	1200	950
2021-12-08T08:56:38.032Z	1200	952
2021-12-08T08:56:58.040Z	1200	953
2021-12-08T08:57:18.040Z	1200	954
2021-12-08T08:57:38.053Z	1200	956
2021-12-08T08:57:58.065Z	1200	957
2021-12-08T08:58:18.071Z	1200	959
2021-12-08T08:58:38.077Z	1200	960
2021-12-08T08:58:58.093Z	1200	962
2021-12-08T08:59:18.104Z	1200	963
2021-12-08T08:59:38.113Z	1200	965
2021-12-08T08:59:58.115Z	1200	966
2021-12-08T09:00:18.122Z	1200	967
2021-12-08T09:00:38.132Z	1200	969
2021-12-08T09:00:58.147Z	1200	970
2021-12-08T09:01:18.160Z	1200	972
2021-12-08T09:01:38.168Z	1200	974
2021-12-08T09:01:58.172Z	1200	975
2021-12-08T09:02:18.174Z	1200	977
2021-12-08T09:02:38.180Z	1200	978
2021-12-08T09:02:58.185Z	1200	979
2021-12-08T09:03:18.187Z	1200	980
2021-12-08T09:03:38.189Z	1200	982
2021-12-08T09:03:58.197Z	1200	984
2021-12-08T09:04:18.199Z	1200	984
2021-12-08T09:04:38.206Z	1200	986
2021-12-08T09:04:58.221Z	1200	988
2021-12-08T09:05:18.229Z	1200	989
2021-12-08T09:05:38.243Z	1200	989
2021-12-08T09:05:58.252Z	1200	991
2021-12-08T09:06:18.267Z	1200	992
2021-12-08T09:06:38.272Z	1200	994
2021-12-08T09:06:58.283Z	1200	995
