time	3-T
2021-02-21T13:25:34.700Z	502
2021-02-21T13:25:36.699Z	503
2021-02-21T13:25:38.700Z	505
2021-02-21T13:25:40.700Z	507
2021-02-21T13:25:42.701Z	509
2021-02-21T13:25:44.701Z	511
2021-02-21T13:25:46.701Z	513
2021-02-21T13:25:48.702Z	514
2021-02-21T13:25:50.702Z	516
2021-02-21T13:25:52.703Z	518
2021-02-21T13:25:54.704Z	520
2021-02-21T13:25:56.703Z	522
2021-02-21T13:25:58.704Z	523
2021-02-21T13:26:00.705Z	526
2021-02-21T13:26:04.722Z	501
2021-02-21T13:26:06.721Z	504
2021-02-21T13:26:08.722Z	505
2021-02-21T13:26:10.723Z	507
2021-02-21T13:26:12.723Z	509
2021-02-21T13:26:14.723Z	511
2021-02-21T13:26:16.723Z	513
2021-02-21T13:26:18.723Z	514
2021-02-21T13:26:20.725Z	516
2021-02-21T13:26:22.725Z	518
2021-02-21T13:26:24.726Z	520
2021-02-21T13:26:27.739Z	502
2021-02-21T13:26:29.740Z	503
2021-02-21T13:26:31.745Z	505
2021-02-21T13:26:33.744Z	507
2021-02-21T13:26:35.745Z	509
2021-02-21T13:26:38.720Z	502
2021-02-21T13:26:40.721Z	504
2021-02-21T13:26:42.722Z	505
2021-02-21T13:26:44.722Z	507
2021-02-21T13:26:46.725Z	509
2021-02-21T13:26:48.726Z	511
2021-02-21T13:26:50.727Z	513
2021-02-21T13:26:52.726Z	514
2021-02-21T13:26:54.728Z	516
2021-02-21T13:26:56.731Z	518
2021-02-21T13:26:58.731Z	520
2021-02-21T13:27:00.733Z	522
2021-02-21T13:27:02.733Z	524
2021-02-21T13:27:04.732Z	525
2021-02-21T13:27:06.732Z	528
2021-02-21T13:27:08.733Z	529
2021-02-21T13:27:10.736Z	531
2021-02-21T13:27:12.735Z	533
2021-02-21T13:27:14.735Z	534
2021-02-21T13:27:16.736Z	537
2021-02-21T13:27:18.736Z	539
2021-02-21T13:27:20.737Z	540
2021-02-21T13:27:22.737Z	542
2021-02-21T13:27:24.738Z	544
2021-02-21T13:27:26.737Z	546
2021-02-21T13:27:28.739Z	548
2021-02-21T13:27:30.740Z	549
2021-02-21T13:27:32.740Z	551
2021-02-21T13:27:34.741Z	554
2021-02-21T13:27:36.741Z	555
2021-02-21T13:27:38.743Z	557
2021-02-21T13:27:40.744Z	558
2021-02-21T13:27:42.745Z	561
2021-02-21T13:27:44.745Z	563
2021-02-21T13:27:46.746Z	564
2021-02-21T13:27:48.745Z	566
2021-02-21T13:27:50.748Z	568
2021-02-21T13:27:52.748Z	570
2021-02-21T13:27:54.747Z	572
2021-02-21T13:27:56.750Z	573
2021-02-21T13:27:58.749Z	575
2021-02-21T13:28:00.750Z	577
2021-02-21T13:28:02.750Z	579
2021-02-21T13:28:04.749Z	581
2021-02-21T13:28:06.752Z	582
2021-02-21T13:28:08.752Z	584
2021-02-21T13:28:10.752Z	587
2021-02-21T13:28:12.753Z	588
2021-02-21T13:28:14.756Z	590
2021-02-21T13:28:16.756Z	592
2021-02-21T13:28:18.756Z	593
2021-02-21T13:28:20.759Z	596
2021-02-21T13:28:22.758Z	597
2021-02-21T13:28:24.759Z	599
2021-02-21T13:28:26.759Z	601
2021-02-21T13:28:28.761Z	603
2021-02-21T13:28:30.763Z	605
2021-02-21T13:28:32.763Z	606
2021-02-21T13:28:34.763Z	608
2021-02-21T13:28:36.763Z	609
2021-02-21T13:28:38.763Z	612
2021-02-21T13:28:40.764Z	614
2021-02-21T13:28:42.765Z	615
2021-02-21T13:28:44.766Z	617
2021-02-21T13:28:46.765Z	619
2021-02-21T13:28:48.766Z	621
2021-02-21T13:28:50.766Z	622
2021-02-21T13:28:52.766Z	624
2021-02-21T13:28:54.767Z	626
2021-02-21T13:28:56.766Z	628
2021-02-21T13:28:58.767Z	630
2021-02-21T13:29:00.767Z	631
2021-02-21T13:29:02.767Z	633
2021-02-21T13:29:04.767Z	635
2021-02-21T13:29:06.767Z	637
2021-02-21T13:29:08.768Z	639
2021-02-21T13:29:10.768Z	640
2021-02-21T13:29:12.768Z	642
2021-02-21T13:29:14.768Z	644
2021-02-21T13:29:16.770Z	646
2021-02-21T13:29:18.770Z	647
2021-02-21T13:29:20.770Z	649
2021-02-21T13:29:22.771Z	651
2021-02-21T13:29:24.771Z	653
2021-02-21T13:29:26.771Z	655
2021-02-21T13:29:28.773Z	656
2021-02-21T13:29:30.773Z	658
2021-02-21T13:29:32.775Z	660
2021-02-21T13:29:34.774Z	662
2021-02-21T13:29:36.775Z	663
2021-02-21T13:29:38.776Z	665
2021-02-21T13:29:40.776Z	666
2021-02-21T13:29:42.776Z	669
2021-02-21T13:29:44.776Z	670
2021-02-21T13:29:46.777Z	672
2021-02-21T13:29:48.779Z	673
2021-02-21T13:29:50.779Z	676
2021-02-21T13:29:52.782Z	677
2021-02-21T13:29:54.782Z	679
2021-02-21T13:29:56.782Z	681
2021-02-21T13:29:58.782Z	682
2021-02-21T13:30:00.782Z	684
2021-02-21T13:30:02.782Z	686
2021-02-21T13:30:04.782Z	687
2021-02-21T13:30:06.783Z	689
2021-02-21T13:30:08.783Z	691
2021-02-21T13:30:10.784Z	693
2021-02-21T13:30:12.784Z	694
2021-02-21T13:30:14.784Z	696
2021-02-21T13:30:16.786Z	698
2021-02-21T13:30:18.787Z	700
2021-02-21T13:30:20.788Z	701
2021-02-21T13:30:22.790Z	703
2021-02-21T13:30:24.790Z	704
2021-02-21T13:30:26.790Z	706
2021-02-21T13:30:28.790Z	708
2021-02-21T13:30:30.791Z	710
2021-02-21T13:30:32.792Z	711
2021-02-21T13:30:34.792Z	713
2021-02-21T13:30:36.792Z	715
2021-02-21T13:30:38.792Z	717
2021-02-21T13:30:40.792Z	718
2021-02-21T13:30:42.793Z	720
2021-02-21T13:30:44.793Z	721
2021-02-21T13:30:46.795Z	723
2021-02-21T13:30:48.795Z	725
2021-02-21T13:30:50.795Z	726
2021-02-21T13:30:52.798Z	728
2021-02-21T13:30:54.798Z	730
2021-02-21T13:30:56.799Z	731
2021-02-21T13:30:58.799Z	733
2021-02-21T13:31:00.799Z	734
2021-02-21T13:31:02.799Z	736
2021-02-21T13:31:04.800Z	738
2021-02-21T13:31:06.801Z	740
2021-02-21T13:31:08.801Z	741
2021-02-21T13:31:10.803Z	742
2021-02-21T13:31:12.802Z	745
2021-02-21T13:31:14.803Z	746
2021-02-21T13:31:16.803Z	748
2021-02-21T13:31:18.804Z	749
2021-02-21T13:31:20.803Z	751
2021-02-21T13:31:22.804Z	753
2021-02-21T13:31:24.804Z	754
2021-02-21T13:31:26.805Z	756
2021-02-21T13:31:28.805Z	757
2021-02-21T13:31:30.807Z	758
2021-02-21T13:31:32.807Z	761
2021-02-21T13:31:34.808Z	762
2021-02-21T13:31:36.809Z	763
2021-02-21T13:31:38.810Z	765
2021-02-21T13:31:40.810Z	766
2021-02-21T13:31:42.812Z	768
2021-02-21T13:31:44.813Z	770
2021-02-21T13:31:46.814Z	771
2021-02-21T13:31:48.814Z	773
2021-02-21T13:31:50.815Z	775
2021-02-21T13:31:52.816Z	776
2021-02-21T13:31:54.817Z	777
2021-02-21T13:31:56.817Z	779
2021-02-21T13:31:58.817Z	780
2021-02-21T13:32:00.818Z	782
2021-02-21T13:32:02.818Z	784
2021-02-21T13:32:04.818Z	785
2021-02-21T13:32:06.819Z	786
2021-02-21T13:32:08.821Z	788
2021-02-21T13:32:10.822Z	790
2021-02-21T13:32:12.821Z	791
2021-02-21T13:32:14.822Z	793
2021-02-21T13:32:16.821Z	794
2021-02-21T13:32:18.822Z	796
2021-02-21T13:32:20.823Z	797
2021-02-21T13:32:22.824Z	799
2021-02-21T13:32:24.825Z	800
2021-02-21T13:32:26.826Z	802
2021-02-21T13:32:28.826Z	803
2021-02-21T13:32:30.827Z	805
2021-02-21T13:32:32.830Z	806
2021-02-21T13:32:34.830Z	807
2021-02-21T13:32:36.830Z	809
2021-02-21T13:32:38.830Z	811
2021-02-21T13:32:40.831Z	812
2021-02-21T13:32:42.831Z	813
2021-02-21T13:32:44.832Z	815
2021-02-21T13:32:46.833Z	816
2021-02-21T13:32:48.834Z	818
2021-02-21T13:32:50.835Z	819
2021-02-21T13:32:52.836Z	820
2021-02-21T13:32:54.836Z	822
2021-02-21T13:32:56.836Z	823
2021-02-21T13:32:58.837Z	825
2021-02-21T13:33:00.839Z	826
2021-02-21T13:33:02.839Z	827
2021-02-21T13:33:04.838Z	829
2021-02-21T13:33:06.839Z	830
2021-02-21T13:33:08.839Z	832
2021-02-21T13:33:10.839Z	833
2021-02-21T13:33:12.839Z	835
2021-02-21T13:33:14.838Z	836
2021-02-21T13:33:16.839Z	837
2021-02-21T13:33:18.838Z	838
2021-02-21T13:33:20.840Z	840
2021-02-21T13:33:22.841Z	841
2021-02-21T13:33:24.842Z	843
2021-02-21T13:33:26.843Z	844
2021-02-21T13:33:28.845Z	845
2021-02-21T13:33:30.845Z	847
2021-02-21T13:33:32.845Z	848
2021-02-21T13:33:34.847Z	849
2021-02-21T13:33:36.848Z	851
2021-02-21T13:33:38.847Z	852
2021-02-21T13:33:40.848Z	854
2021-02-21T13:33:42.848Z	855
2021-02-21T13:33:44.849Z	856
2021-02-21T13:33:46.850Z	857
2021-02-21T13:33:48.850Z	859
2021-02-21T13:33:50.851Z	860
2021-02-21T13:33:52.852Z	861
2021-02-21T13:33:54.853Z	862
2021-02-21T13:33:56.854Z	863
2021-02-21T13:33:58.854Z	865
2021-02-21T13:34:00.855Z	866
2021-02-21T13:34:02.855Z	867
2021-02-21T13:34:04.856Z	869
2021-02-21T13:34:06.856Z	870
2021-02-21T13:34:08.856Z	871
2021-02-21T13:34:10.856Z	872
2021-02-21T13:34:12.857Z	874
2021-02-21T13:34:14.857Z	875
2021-02-21T13:34:16.857Z	876
2021-02-21T13:34:18.858Z	877
2021-02-21T13:34:20.858Z	879
2021-02-21T13:34:22.858Z	880
2021-02-21T13:34:24.858Z	881
2021-02-21T13:34:26.859Z	882
2021-02-21T13:34:28.859Z	883
2021-02-21T13:34:30.860Z	884
2021-02-21T13:34:32.860Z	886
2021-02-21T13:34:34.861Z	887
2021-02-21T13:34:36.861Z	888
2021-02-21T13:34:38.862Z	889
2021-02-21T13:34:40.863Z	890
2021-02-21T13:34:42.864Z	891
2021-02-21T13:34:44.865Z	893
2021-02-21T13:34:46.866Z	894
2021-02-21T13:34:48.865Z	895
2021-02-21T13:34:50.865Z	896
2021-02-21T13:34:52.866Z	897
2021-02-21T13:34:54.866Z	898
2021-02-21T13:34:56.866Z	899
2021-02-21T13:34:58.867Z	900
2021-02-21T13:35:00.867Z	901
2021-02-21T13:35:02.866Z	903
2021-02-21T13:35:04.867Z	904
2021-02-21T13:35:06.869Z	905
2021-02-21T13:35:08.869Z	906
2021-02-21T13:35:10.870Z	907
2021-02-21T13:35:12.869Z	908
2021-02-21T13:35:14.870Z	909
2021-02-21T13:35:16.871Z	910
2021-02-21T13:35:18.872Z	911
2021-02-21T13:35:20.873Z	913
2021-02-21T13:35:22.872Z	914
2021-02-21T13:35:24.874Z	915
2021-02-21T13:35:26.874Z	915
2021-02-21T13:35:28.874Z	916
2021-02-21T13:35:30.874Z	918
2021-02-21T13:35:32.875Z	919
2021-02-21T13:35:34.875Z	920
2021-02-21T13:35:36.877Z	920
2021-02-21T13:35:38.878Z	921
2021-02-21T13:35:40.878Z	923
2021-02-21T13:35:42.878Z	924
2021-02-21T13:35:44.877Z	924
2021-02-21T13:35:46.877Z	925
2021-02-21T13:35:48.878Z	927
2021-02-21T13:35:50.879Z	928
2021-02-21T13:35:52.880Z	928
2021-02-21T13:35:54.879Z	929
2021-02-21T13:35:56.879Z	930
2021-02-21T13:35:58.880Z	931
2021-02-21T13:36:00.880Z	932
2021-02-21T13:36:02.881Z	933
2021-02-21T13:36:04.881Z	934
2021-02-21T13:36:06.881Z	935
2021-02-21T13:36:08.882Z	936
2021-02-21T13:36:10.882Z	937
2021-02-21T13:36:12.883Z	938
2021-02-21T13:36:14.883Z	938
2021-02-21T13:36:16.885Z	940
2021-02-21T13:36:18.885Z	940
2021-02-21T13:36:20.887Z	941
2021-02-21T13:36:22.888Z	942
2021-02-21T13:36:24.888Z	943
2021-02-21T13:36:26.890Z	944
2021-02-21T13:36:28.890Z	945
2021-02-21T13:36:30.891Z	945
2021-02-21T13:36:32.890Z	946
2021-02-21T13:36:34.891Z	947
2021-02-21T13:36:36.891Z	948
2021-02-21T13:36:38.892Z	949
2021-02-21T13:36:40.892Z	950
2021-02-21T13:36:42.894Z	950
2021-02-21T13:36:44.893Z	951
2021-02-21T13:36:46.894Z	952
2021-02-21T13:36:48.895Z	953
2021-02-21T13:36:50.896Z	953
2021-02-21T13:36:52.898Z	955
2021-02-21T13:36:54.900Z	955
2021-02-21T13:36:56.901Z	956
2021-02-21T13:36:58.901Z	957
2021-02-21T13:37:00.902Z	957
